map_id	verdict	scope	canonical	meaning	problem	bundle	technical_route	technical_delegate	scratch_policy	scratch_boundary	judgment	evidence	decision_status
127	不採用		Record Multi-Camera	マルチカメラ収録(ライブ切替)	マルチカメラ収録(ライブ切替)		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
128	拡張	extension	Reset 3D View	3Dビューをリセット	3Dビューをリセット	B17	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
129	拡張	extension	Return to previous view	直前のビューへ戻る	直前のビューへ戻る	B17	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
130	構造吸収	absorbed	Right	右視点	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
131	不採用	out-of-domain?	Set Focus Distance to Layer	レイヤーへフォーカス距離を設定	レイヤーへフォーカス距離を設定		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
132	構造吸収	absorbed	Switch to 3D view 1 (Front)	3Dビュー1(正面)へ	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
133	構造吸収	absorbed	Switch to 3D view 2 (Custom View 1)	3Dビュー2(カスタム1)へ	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
134	採用予定	core	Switch to 3D view 3 (Active Camera)	3Dビュー3(アクティブカメラ)へ	3Dビュー3(アクティブカメラ)へ	B17	既存構造+先例+上流	Composition.camera;glam/re_renderer;AE Active Camera	抑制	active cameraの表示切替だけ; render cameraを増やさない	Active Camera表示は既存Composition.cameraと共有投影へ接続し、別render経路を作らない	next/DECISIONS.md:123	技術監査済
135	不採用		Switch to Camera 1-9	マルチカメラの各カメラへ切替	マルチカメラの各カメラへ切替		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
136	構造吸収	absorbed	Switch to Camera Originals	カメラオリジナルへ切替	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
137	採用予定	core	Switch to Dolly camera control	ドリーカメラ操作へ	ドリーカメラ操作へ	B17	既存構造+先例	Composition.camera;Stage/gizmo;Blender Dolly	抑制	操作量を既存camera propertyへ変換するadapterだけ	Dollyの意味は先例から借り、値の保持と評価は既存camera propertyへ委託する	next/DECISIONS.md:123	技術監査済
138	構造吸収	absorbed	Switch to Last 3D View	直前の3Dビューへ	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
139	採用予定	core	Switch to Orbit camera control	オービットカメラ操作へ	オービットカメラ操作へ	B17	既存構造+先例	Composition.camera;Stage/gizmo;Blender Orbit	抑制	操作量をpose propertyへ渡す薄いadapterだけ	Orbitの操作文法は先例から借り、カメラ状態の正本はComposition.cameraに置く	next/DECISIONS.md:229	技術監査済
140	採用予定	core	Switch to Pan camera control	パンカメラ操作へ	パンカメラ操作へ	B17	既存構造+先例	Composition.camera;Stage/gizmo;Blender Pan	抑制	操作量を既存camera propertyへ変換するadapterだけ	Panは既存cameraの移動へ委託し、pan専用状態を持たない	next/DECISIONS.md:123	技術監査済
141	構造吸収	absorbed	Switch to Position gizmo	位置ギズモへ	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
142	構造吸収	absorbed	Switch to Rotation gizmo	回転ギズモへ	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
143	構造吸収	absorbed	Switch to Scale gizmo	スケールギズモへ	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
144	構造吸収	absorbed	Switch to Universal gizmo	ユニバーサルギズモへ	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
145	構造吸収	absorbed	Top	上視点	3D view/gizmoのプリセットがカメラ状態を増殖させる	B17	既存構造	Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125)	不要	独立したowner・状態・検収を増やさない	因果未記入: 3D view/gizmoのプリセットがカメラ状態を増殖させる は Composition.camera+既存property/Stage gizmo(next/DECISIONS.md:123-125) で 同じcamera/transform結果を操作する に到達する。Front/Back/Custom Viewと個別gizmo起動 は独立実装しない	next/DECISIONS.md:123-125	構造吸収から導出
146	採用予定	core	Track Camera	カメラトラッキング	カメラトラッキング	B17	上流+既存構造+先例	analysis-provider;PropertyId/KeyframeTrack;AE/Blender	抑制	tracking解析はproviderへ委託;生成trackを既存propertyへ接続するadapterだけ	カメラ解析アルゴリズムを自前実装せず、providerの結果を既存trackへ焼く	next/DECISIONS.md:229	技術監査済
147	不採用		Turn Casts Shadows on or off	影を落とす切替	影を落とす切替		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
148	拡張	extension	With camera tool, move to all 3D layers	カメラツールで全3Dレイヤーへ移動	カメラツールで全3Dレイヤーへ移動	B17	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
149	拡張	extension	With camera tool, move to selected 3D layers	カメラツールで選択3Dレイヤーへ移動	カメラツールで選択3Dレイヤーへ移動	B17	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
150	拡張	extension	Add caption at playhead	プレイヘッド位置にキャプション追加	プレイヘッド位置にキャプション追加	B04	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
