id	category	canonical	意味	ae	pr	dr	cc	freq	entries(menu:shortcut:panel:pref)	quality	scope	verdict	理由	bundle	depends	weight
122	camera_3d	Link Focus Distance to Point of Interest	注視点にフォーカス距離をリンク	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)	out-of-domain?	不採用	フォーカス距離のレイヤー/注視点リンクはDOFリグ機能で、裁定115「カメラの向きは固定軸のまま」と衝突(注視点=向きの表現を要求するが未定義)			
123	camera_3d	Maximize/Restore Frame	フレームの最大化/復帰	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
124	camera_3d	Move camera to look at selected 3D layers	選択3Dレイヤーを見るようカメラ移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
125	camera_3d	New camera	新規カメラ	1	0	0	0	1	0:1:0:0	公式(Adobe)		不採用	New cameraは追加カメラの作成を意味するが、裁定113「世界1つ・カメラ1つ」に反する(カメラレイヤー/複数カメラを持たない)			
126	camera_3d	New light	新規ライト	1	0	0	0	1	0:1:0:0	公式(Adobe)		不採用	ライト/シャドウは3D DCC相当の照明・シェーディングパイプライン。generative-user-boundary.md「Blender相当の...重い物理制作環境」除外に該当。Motoliiに照明モデルの決定なし			
127	camera_3d	Record Multi-Camera	マルチカメラ収録(ライブ切替)	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		不採用	マルチカメラ同時収録はライブ制作(キャプチャ)機能であり、Motoliiは取込済み素材を編集する合成ツール(generative-user-boundary.md §1)。領域外			
128	camera_3d	Reset 3D View	3Dビューをリセット	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
129	camera_3d	Return to previous view	直前のビューへ戻る	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
130	camera_3d	Right	右視点	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
131	camera_3d	Set Focus Distance to Layer	レイヤーへフォーカス距離を設定	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)	out-of-domain?	不採用	フォーカス距離のレイヤー/注視点リンクはDOFリグ機能で、裁定115「カメラの向きは固定軸のまま」と衝突(注視点=向きの表現を要求するが未定義)			
132	camera_3d	Switch to 3D view 1 (Front)	3Dビュー1(正面)へ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
133	camera_3d	Switch to 3D view 2 (Custom View 1)	3Dビュー2(カスタム1)へ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
134	camera_3d	Switch to 3D view 3 (Active Camera)	3Dビュー3(アクティブカメラ)へ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
135	camera_3d	Switch to Camera 1-9	マルチカメラの各カメラへ切替	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		不採用	Switch to Camera 1-9は複数カメラレイヤー間のshot switchで、裁定113「カメラレイヤ・レイヤ別カメラ・shot switchは持たない」に明示的に抵触			
136	camera_3d	Switch to Camera Originals	カメラオリジナルへ切替	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
137	camera_3d	Switch to Dolly camera control	ドリーカメラ操作へ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
138	camera_3d	Switch to Last 3D View	直前の3Dビューへ	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
139	camera_3d	Switch to Orbit camera control	オービットカメラ操作へ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
140	camera_3d	Switch to Pan camera control	パンカメラ操作へ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
141	camera_3d	Switch to Position gizmo	位置ギズモへ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
142	camera_3d	Switch to Rotation gizmo	回転ギズモへ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
143	camera_3d	Switch to Scale gizmo	スケールギズモへ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
144	camera_3d	Switch to Universal gizmo	ユニバーサルギズモへ	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
145	camera_3d	Top	上視点	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
146	camera_3d	Track Camera	カメラトラッキング	1	0	0	0	1	1:0:0:0	二次(非公式技術抽出/2015時点)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera+motion-tracker	L
147	camera_3d	Turn Casts Shadows on or off	影を落とす切替	1	0	0	0	1	0:1:0:0	公式(Adobe)		不採用	ライト/シャドウは3D DCC相当の照明・シェーディングパイプライン。generative-user-boundary.md「Blender相当の...重い物理制作環境」除外に該当。Motoliiに照明モデルの決定なし			
148	camera_3d	With camera tool, move to all 3D layers	カメラツールで全3Dレイヤーへ移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
149	camera_3d	With camera tool, move to selected 3D layers	カメラツールで選択3Dレイヤーへ移動	1	0	0	0	1	0:1:0:0	公式(Adobe)		採用予定	観測カメラ(裁定157: Shell直下のview専用フィールド)/ギズモ(裁定114/124: 第1波は静止描画のみ)は設計方針決定済みだが未着地。個別のビュー切替・ツール・ギズモ対話UIは未実装	B17	observer-camera	L
150	caption	Add caption at playhead	プレイヘッド位置にキャプション追加	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定	キャプション/字幕トラックはテキストシステム(text束)の応用として妥当。Show Subtitle Regions(セーフエリア表示)は裁定155が明示的に回収対象として例示するカメラビュー系UIと同種。除外根拠なし	B04		S
151	caption	Add new caption track	キャプショントラック追加	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定	キャプション/字幕トラックはテキストシステム(text束)の応用として妥当。Show Subtitle Regions(セーフエリア表示)は裁定155が明示的に回収対象として例示するカメラビュー系UIと同種。除外根拠なし	B04		S
152	caption	Add new caption track (uncertain placement)	キャプショントラック追加(所属メニュー未確認、ショートカット表由来)	0	1	0	0	1	1:0:0:0	二次(premiere全体注記)		採用予定	キャプション/字幕トラックはテキストシステム(text束)の応用として妥当。Show Subtitle Regions(セーフエリア表示)は裁定155が明示的に回収対象として例示するカメラビュー系UIと同種。除外根拠なし	B04		S
153	caption	Auto Caption	自動字幕	0	0	0	1	1	1:0:0:0	公式		採用予定	自動字幕(音声認識)は既存音声の解析(Bake/Analysis provider経路)であり新規素材生成ではない	B04	analysis-provider	L
154	caption	Auto captions	自動字幕生成	0	0	0	1	1	1:0:0:0	公式		採用予定	自動字幕(音声認識)は既存音声の解析(Bake/Analysis provider経路)であり新規素材生成ではない	B04	analysis-provider	L
155	caption	Create Subtitles from Audio	音声から字幕生成	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	自動字幕(音声認識)は既存音声の解析(Bake/Analysis provider経路)であり新規素材生成ではない	B04	analysis-provider	L
156	caption	Go to next caption segment	次のキャプション区間へ	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定	キャプション/字幕トラックはテキストシステム(text束)の応用として妥当。Show Subtitle Regions(セーフエリア表示)は裁定155が明示的に回収対象として例示するカメラビュー系UIと同種。除外根拠なし	B04		S
157	caption	Go to next caption segment (uncertain placement)	次のキャプション区間へ(所属メニュー未確認)	0	1	0	0	1	1:0:0:0	二次(premiere全体注記)		採用予定	キャプション/字幕トラックはテキストシステム(text束)の応用として妥当。Show Subtitle Regions(セーフエリア表示)は裁定155が明示的に回収対象として例示するカメラビュー系UIと同種。除外根拠なし	B04		S
158	caption	Go to previous caption segment	前のキャプション区間へ	0	1	0	0	1	0:1:0:0	二次(premiere全体注記)		採用予定	キャプション/字幕トラックはテキストシステム(text束)の応用として妥当。Show Subtitle Regions(セーフエリア表示)は裁定155が明示的に回収対象として例示するカメラビュー系UIと同種。除外根拠なし	B04		S
159	caption	Keyword Highlight	字幕キーワード強調	0	0	0	1	1	1:0:0:0	公式		採用予定	キーワード強調はstyle_spans(裁定93範囲属性)で実現可能な表現	B04		S
160	caption	Show Subtitle Regions	字幕領域表示	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	キャプション/字幕トラックはテキストシステム(text束)の応用として妥当。Show Subtitle Regions(セーフエリア表示)は裁定155が明示的に回収対象として例示するカメラビュー系UIと同種。除外根拠なし	B04		S
161	caption	Subtitles	字幕をインポート	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	キャプション/字幕トラックはテキストシステム(text束)の応用として妥当。Show Subtitle Regions(セーフエリア表示)は裁定155が明示的に回収対象として例示するカメラビュー系UIと同種。除外根拠なし	B04		S
162	caption	Subtitles	字幕をエクスポート	0	0	1	0	1	1:0:0:0	公式(BMDマニュアルPDF)		採用予定	キャプション/字幕トラックはテキストシステム(text束)の応用として妥当。Show Subtitle Regions(セーフエリア表示)は裁定155が明示的に回収対象として例示するカメラビュー系UIと同種。除外根拠なし	B04		S
163	clip_edit	Split / Razor (clip at playhead)	プレイヘッド位置でクリップを分割	1	0	1	1	3	3:2:0:0	一致(2件);二次(非公式技術抽出/2015時点);公式(BMD, v11時点);公式(BMDマニュアルPDF)		採用予定		B39		S
164	clip_edit	Apply Audio Transition (default, at edit point)	既定のオーディオトランジションを編集点に適用	0	1	1	0	2	2:2:0:0	二次(premiere全体注記);公式(BMDマニュアルPDF)		採用予定		B38		S
